bat_num,temp,profile,U_start_V,U_end_V,file_name,Q_Ah,eta,OCV_file_name,SOC_start,SOC_end,SOH,R0,R,tau,U_rmse
3,25,impulse_72_s,4.10345,4.096889999999999,3_+25_impulse_72_s_01.csv,3.115264324074073,1.0,OCV_3_+25.csv,97.75025035254492,97.29853195056285,89.0075521164021,0.08931426024663286,"[0.03361738701368766, -0.0007553717577340434]","[20.35030262220542, 6.0059345517450735]",0.0029698327238372444
3,25,impulse_144_s,4.096889999999999,4.08699,3_+25_impulse_144_s_02.csv,3.115264324074073,1.0,OCV_3_+25.csv,97.29853195056285,96.40419014798108,89.0075521164021,0.09290098805677542,"[-0.04030835597872582, 0.07144738889489792]","[53.34858694646257, 45.59620536444518]",0.002691335824649598
3,25,impulse_288_s,4.08699,4.073570000000001,3_+25_impulse_288_s_03.csv,3.115264324074073,1.0,OCV_3_+25.csv,96.40419014798108,94.55411528348802,89.0075521164021,0.09048598675136507,"[0.6565990945243748, -0.6184622507227122]","[49.727761746282525, 48.363996108586115]",0.005093804528297863
3,25,impulse_72_s,4.073570000000001,4.06996,3_+25_impulse_72_s_04.csv,3.115264324074073,1.0,OCV_3_+25.csv,94.55411528348802,93.84470517567702,89.0075521164021,0.08643065130177485,"[0.10274068516223778, -0.07829766526756707]","[10.528912294348647, 5.001949781742875]",0.009468165060322747
3,25,impulse_144_s,4.06996,4.05693,3_+25_impulse_144_s_05.csv,3.115264324074073,1.0,OCV_3_+25.csv,93.84470517567702,90.32342380720662,89.0075521164021,0.08943182152943198,"[1.329756171273113, -1.2823918121929991]","[54.060093922033055, 52.763206404244755]",0.007655038853681471
3,25,impulse_288_s,4.05693,4.0139900000000015,3_+25_impulse_288_s_06.csv,3.115264324074073,1.0,OCV_3_+25.csv,90.32342380720662,82.79958391379118,89.0075521164021,0.09811707477047142,"[0.6519790453789209, -0.6055409196056528]","[54.511280231018766, 48.16335168466674]",0.01727734011646071
3,25,impulse_72_s,4.0139900000000015,4.0025900000000005,3_+25_impulse_72_s_07.csv,3.115264324074073,1.0,OCV_3_+25.csv,82.79958391379118,81.52552580350286,89.0075521164021,0.08091363464884795,"[0.05962208829901606, -0.027963095231746518]","[25.767341874349846, 5.645804506766049]",0.008640680240728603
3,25,impulse_144_s,4.0025900000000005,3.979,3_+25_impulse_144_s_08.csv,3.115264324074073,1.0,OCV_3_+25.csv,81.52552580350286,79.10928710296798,89.0075521164021,0.06895832218807237,"[0.24722026744788458, -0.20500594017038598]","[43.43793377109455, 36.62956192966221]",0.007762300925787424
3,25,impulse_288_s,3.979,3.93783,3_+25_impulse_288_s_09.csv,3.115264324074073,1.0,OCV_3_+25.csv,79.10928710296798,74.90739646439671,89.0075521164021,0.070523284320932,"[0.4645360388171219, -0.4244612437437366]","[58.936287920647565, 54.56287903460204]",0.00900783358758583
3,25,impulse_72_s,3.93783,3.92914,3_+25_impulse_72_s_10.csv,3.115264324074073,1.0,OCV_3_+25.csv,74.90739646439671,73.95393715283076,89.0075521164021,0.06711612698930663,"[0.08435907442166049, -0.061246290331612344]","[16.966007621180452, 6.443127973238469]",0.010701157955039821
3,25,impulse_144_s,3.92914,3.91237,3_+25_impulse_144_s_11.csv,3.115264324074073,1.0,OCV_3_+25.csv,73.95393715283076,72.04322894578961,89.0075521164021,0.06825602177069237,"[0.28154887426430814, -0.2407426287900865]","[50.08764231138013, 42.85501976129866]",0.009218533721139066
3,25,impulse_288_s,3.91237,3.87287,3_+25_impulse_288_s_12.csv,3.115264324074073,1.0,OCV_3_+25.csv,72.04322894578961,67.40477824087414,89.0075521164021,0.0716991359344372,"[0.3334822608699747, -0.2959211894105407]","[58.84978171475876, 50.662039705504796]",0.012663688438384217
3,25,impulse_72_s,3.87287,3.86039,3_+25_impulse_72_s_13.csv,3.115264324074073,1.0,OCV_3_+25.csv,67.40477824087414,66.15573138438714,89.0075521164021,0.0651308019682368,"[0.07692267293836576, -0.05746631302628216]","[13.728822802372383, 4.200058985806217]",0.014918346702501369
3,25,impulse_144_s,3.86039,3.83248,3_+25_impulse_144_s_14.csv,3.115264324074073,1.0,OCV_3_+25.csv,66.15573138438714,63.64424780826704,89.0075521164021,0.06515108130174047,"[0.2980779013595255, -0.26477279037062673]","[47.33889419440924, 42.38680451719413]",0.008567224986145596
3,25,impulse_288_s,3.83248,3.786550000000001,3_+25_impulse_288_s_15.csv,3.115264324074073,1.0,OCV_3_+25.csv,63.64424780826704,59.31629034498242,89.0075521164021,0.06033464323454791,"[0.05272653894988767, -0.022627190852609773]","[70.5169728757719, 51.828533923236364]",0.0042959153716595104
3,25,impulse_72_s,3.786550000000001,3.7755,3_+25_impulse_72_s_16.csv,3.115264324074073,1.0,OCV_3_+25.csv,59.31629034498242,58.19078392393669,89.0075521164021,0.0580925088504155,"[0.04862318521838895, -0.029365520481183984]","[18.43607634891435, 6.191588874220104]",0.0057973703451800205
3,25,impulse_144_s,3.7755,3.75432,3_+25_impulse_144_s_17.csv,3.115264324074073,1.0,OCV_3_+25.csv,58.19078392393669,56.02162609428503,89.0075521164021,0.056370870515624026,"[0.059328551126768214, -0.02969216798957787]","[51.64397804773111, 40.992997414530294]",0.0033573508101672742
3,25,impulse_288_s,3.75432,3.71255,3_+25_impulse_288_s_18.csv,3.115264324074073,1.0,OCV_3_+25.csv,56.02162609428503,51.75986002994848,89.0075521164021,0.05702867998576608,"[0.3056591858226073, -0.27466926029662114]","[52.297957632504094, 49.8291644135354]",0.0035904060284236874
3,25,impulse_72_s,3.71255,3.70251,3_+25_impulse_72_s_19.csv,3.115264324074073,1.0,OCV_3_+25.csv,51.75986002994848,50.71848237168808,89.0075521164021,0.05747934895314072,"[0.05136815979996331, -0.0316296686132585]","[19.947598833624077, 7.187971889844398]",0.0055956745369912355
