"OCV, V","SOC, %"
2.6,0.0
2.6025,0.008254760512449872
2.6057,0.02201269469987003
2.6088,0.035770628887290185
2.612,0.04952856307471033
2.6151,0.0632864972621305
2.6181,0.07704443144955064
2.6213,0.0908023656369708
2.6243,0.10456029982439097
2.6274,0.11831823401181113
2.6304,0.13207616819923126
2.6334,0.1458422000524449
2.6364,0.15960013423986502
2.6394,0.17335806842728518
2.6424,0.1871241002804988
2.6454,0.20089013213371246
2.6483,0.21465616398692605
2.6512,0.22842219584013967
2.6541,0.2421801300275598
2.657,0.25593806421498
2.6599,0.26970409606819357
2.6628,0.28347012792140724
2.6656,0.2972361597746208
2.6684,0.310994093962041
2.6713,0.3247601258152546
2.674,0.3385261576684682
2.6768,0.35229218952168184
2.6795,0.366050123709102
2.6822,0.37981615556231557
2.685,0.39358218741552925
2.6877,0.4073482192687428
2.6904,0.42111425112195644
2.693,0.4348802829751701
2.6956,0.4486463148283837
2.6983,0.4624123466815973
2.7009,0.4761783785348109
2.7034,0.4899444103880245
2.706,0.5037104422412382
2.7085,0.5174764740944517
2.711,0.5312425059476653
2.7135,0.545008537800879
2.716,0.5587745696540927
2.7184,0.5725406015073062
2.7209,0.5863066333605198
2.7233,0.6000726652137334
2.7257,0.6138386970669472
2.7281,0.6276047289201607
2.7305,0.6413707607733743
2.7328,0.6551367926265879
2.7351,0.6689028244798015
2.7374,0.6826688563330152
2.7397,0.6964348881862288
2.742,0.7102009200394424
2.7443,0.723966951892656
2.7466,0.7377329837458696
2.7488,0.7514990155990833
2.7509,0.7652650474522968
2.7532,0.7790310793055105
2.7553,0.792797111158724
2.7575,0.8065631430119378
2.7597,0.8203291748651513
2.7618,0.834095206718365
2.764,0.8478612385715786
2.7661,0.8616272704247921
2.7681,0.8753933022780057
2.7702,0.8891593341312194
2.7723,0.902925365984433
2.7744,0.9166913978376467
2.7765,0.9304574296908603
2.7784,0.9442234615440739
2.7805,0.9579894933972875
2.7824,0.9717555252505011
2.7845,0.9855215571037147
2.7864,0.9992875889569283
2.7883,1.013053620810142
2.7902,1.0268196526633557
2.7921,1.0405856845165693
2.794,1.0543517163697829
2.7959,1.0681177482229964
2.7978,1.08188378007621
2.7996,1.0956498119294236
2.8014,1.1094158437826371
2.8032,1.1231818756358507
2.805,1.1369479074890645
2.8068,1.1507139393422783
2.8086,1.1644799711954918
2.8103,1.1782460030487054
2.812,1.192012034901919
2.8138,1.2057780667551325
2.8155,1.2195440986083461
2.8172,1.2333101304615597
2.8189,1.2470761623147735
2.8205,1.260842194167987
2.8222,1.2746082260212006
2.8238,1.2883742578744144
2.8254,1.302140289727628
2.827,1.3159063215808415
2.8286,1.329672353434055
2.8302,1.3434383852872687
2.8318,1.3572044171404825
2.8333,1.370970448993696
2.8348,1.3847364808469096
2.8364,1.3985025127001232
2.8379,1.4122685445533367
2.8394,1.4260345764065505
2.8409,1.439800608259764
2.8424,1.4535666401129776
2.8439,1.4673326719661912
2.8453,1.481098703819405
2.8467,1.4948647356726186
2.8482,1.5086307675258321
2.8496,1.5223967993790457
2.851,1.5361628312322593
2.8524,1.5499288630854728
2.8538,1.5636948949386866
2.8552,1.5774609267919002
2.8566,1.5912269586451138
2.858,1.6049929904983273
2.8593,1.618759022351541
2.8607,1.6325250542047545
2.862,1.6462910860579685
2.8634,1.660057117911182
2.8647,1.6738231497643956
2.866,1.6875891816176092
2.8673,1.7013552134708227
2.8686,1.7151212453240365
2.8699,1.72888727717725
2.8712,1.7426533090304637
2.8725,1.7564193408836772
2.8738,1.7701853727368908
2.875,1.7839514045901044
2.8763,1.797717436443318
2.8776,1.8114834682965315
2.8788,1.8252495001497453
2.88,1.8390155320029589
2.8813,1.8527815638561724
2.8825,1.8665475957093864
2.8838,1.8803136275626
2.885,1.8940796594158136
2.8862,1.9078456912690271
2.8874,1.9216117231222407
2.8885,1.9353777549754543
2.8897,1.9491437868286678
2.8909,1.9629098186818814
2.8921,1.976675850535095
2.8933,1.9904418823883088
2.8944,2.004207914241522
2.8956,2.017973946094736
2.8967,2.0317399779479492
2.8979,2.045506009801163
2.899,2.059272041654377
2.9001,2.07303807350759
2.9013,2.0868041053608044
2.9024,2.1005701372140178
2.9035,2.1143361690672315
