"OCV, V","SOC, %"
2.6,0.0
2.6021,0.008234524891126362
2.6059,0.02367425906185645
2.6097,0.03911399323258653
2.6133,0.05455372740331662
2.617,0.0699934615740467
2.6207,0.0854331957447768
2.6244,0.10087292991550689
2.628,0.11631266408623697
2.6316,0.13175239825696708
2.6353,0.14719213242769716
2.639,0.16263186659842724
2.6425,0.17807160076915732
2.6461,0.19351133493988742
2.6496,0.2089510691106175
2.6531,0.2243908032813476
2.6566,0.23983053745207766
2.6601,0.2552702716228078
2.6636,0.2707100057935378
2.6671,0.28614973996426796
2.6705,0.30158947413499804
2.6739,0.3170292083057281
2.6773,0.3324689424764582
2.6805,0.34790867664718833
2.6839,0.36334841081791835
2.6871,0.3787881449886485
2.6904,0.39422787915937857
2.6936,0.4096676133301087
2.6968,0.4251073475008387
2.7,0.4405470816715688
2.7031,0.4559868158422989
2.7062,0.471426550013029
2.7093,0.4868662841837591
2.7123,0.5023060183544892
2.7153,0.5177457525252193
2.7183,0.5331854866959493
2.7213,0.5486252208666794
2.7243,0.5640649550374095
2.7271,0.5795046892081396
2.73,0.5949444233788697
2.7328,0.6103841575495997
2.7356,0.6258238917203298
2.7385,0.64126362589106
2.7412,0.6567124476039755
2.744,0.6721521817747055
2.7468,0.6876010034876211
2.7494,0.7030498252005366
2.7521,0.7184986469134521
2.7547,0.7339383810841822
2.7574,0.7493781152549123
2.7599,0.7648178494256423
2.7625,0.7802575835963724
2.7651,0.7956973177671025
2.7676,0.8111370519378327
2.7701,0.8265858736507481
2.7725,0.8420346953636637
2.775,0.8574835170765791
2.7774,0.8729323387894946
2.7798,0.8883811605024102
2.7821,0.9038299822153256
2.7846,0.9192697163860558
2.7869,0.9347185380989713
2.7893,0.9501673598118869
2.7916,0.9656161815248023
2.7938,0.9810650032377178
2.796,0.9965138249506335
2.7983,1.011962646663549
2.8005,1.0274114683764646
2.8027,1.04286029008938
2.8049,1.0583091118022954
2.807,1.073757933515211
2.8092,1.0892067552281264
2.8114,1.104655576941042
2.8134,1.120095311111772
2.8155,1.1355441328246876
2.8175,1.1509929545376032
2.8195,1.1664417762505186
2.8215,1.1818905979634342
2.8235,1.1973394196763496
2.8255,1.212788241389265
2.8274,1.2282370631021806
2.8293,1.243685884815096
2.8312,1.2591347065280116
2.8331,1.2745835282409272
2.835,1.2900323499538426
2.8368,1.3054811716667583
2.8386,1.3209299933796737
2.8405,1.3363788150925893
2.8423,1.3518276368055047
2.8441,1.3672764585184203
2.8458,1.3827161926891505
2.8476,1.3981650144020659
2.8492,1.4136138361149815
2.851,1.4290626578278969
2.8527,1.4445114795408125
2.8543,1.4599603012537279
2.856,1.4754091229666433
2.8577,1.490857944679559
2.8594,1.5063067663924745
2.8609,1.5217555881053901
2.8626,1.5372044098183055
2.8642,1.552653231531221
2.8658,1.5681020532441365
2.8673,1.5835508749570522
2.8689,1.5989996966699676
2.8705,1.6144485183828832
2.8719,1.6298973400957988
2.8734,1.645346161808714
2.875,1.6607949835216296
2.8764,1.6762438052345452
2.878,1.6916926269474608
2.8794,1.707141448660376
2.8809,1.7225902703732916
2.8824,1.7380390920862072
2.8838,1.7534879137991226
2.8853,1.7689276479698528
2.8867,1.7843764696827684
2.8881,1.7998252913956836
2.8896,1.8152741131085992
2.891,1.8307229348215148
2.8924,1.8461717565344304
2.8937,1.8616205782473458
2.895,1.8770693999602615
2.8964,1.892518221673177
2.8977,1.9079670433860922
2.8991,1.9234158650990079
2.9004,1.9388646868119235
2.9017,1.9543135085248389
2.9031,1.9697623302377545
2.9044,1.98521115195067
2.9056,2.0006599736635855
2.907,2.016108795376501
2.9083,2.0315485295472313
2.9096,2.046997351260147
2.9108,2.062446172973062
2.912,2.0778949946859777
2.9133,2.093334728856708
2.9146,2.1087835505696235
2.9158,2.1242323722825387
2.917,2.1396811939954543
2.9183,2.15513001570837
2.9195,2.170578837421285
2.9208,2.1860185715920153
2.9219,2.201467393304931
2.9232,2.216916215017846
2.9244,2.2323650367307617
2.9255,2.2478138584436773
2.9267,2.263262680156593
2.9279,2.2787115018695085
2.9291,2.294160323582424
2.9303,2.30960914529534
2.9314,2.325057967008255
2.9326,2.3405067887211706
2.9336,2.355955610434086
2.9348,2.3714044321470014
2.9359,2.386853253859917
2.9371,2.402292988030647
2.9383,2.4177327222013774
2.9394,2.4331815439142925
2.9405,2.448630365627208
2.9416,2.4640791873401238
2.9427,2.4795280090530394
2.9438,2.494976830765955
2.9449,2.510416564936685
2.946,2.525865386649601
2.9471,2.541314208362516
2.9481,2.5567630300754316
2.9492,2.572211851788347
2.9503,2.5876606735012624
2.9513,2.603109495214178
2.9524,2.6185583169270936
2.9535,2.634007138640009
2.9545,2.649446872810739
2.9556,2.6648956945236546
2.9566,2.68034451623657
2.9576,2.6957933379494854
2.9587,2.711242159662401
2.9597,2.7266909813753166
2.9607,2.7421398030882322
2.9617,2.757588624801148
2.9627,2.7730374465140635
