"OCV, V","SOC, %"
2.6,0.0
2.6008,0.005953713063112379
2.604,0.01969305090094019
2.6071,0.033432388738768005
2.6102,0.04717172657659582
2.6134,0.06091106441442363
2.6165,0.07465040225225143
2.6196,0.08838974009007926
2.6227,0.10213716464823377
2.6258,0.11588458920638829
2.6289,0.1296320137645428
2.632,0.14337135160237063
2.635,0.15711068944019843
2.6381,0.17085002727802626
2.6411,0.18458936511585405
2.6441,0.19833678967400856
2.6471,0.2120842142321631
2.6502,0.22582355206999088
2.6531,0.23957097662814542
2.6561,0.25331031446597324
2.659,0.26704965230380107
2.6619,0.28078899014162884
2.6648,0.29453641469978337
2.6677,0.3082757525376112
2.6706,0.3220231770957657
2.6734,0.3357706016539202
2.6762,0.34951802621207473
2.679,0.36326545077022926
2.6818,0.3770128753283838
2.6846,0.3907602998865383
2.6873,0.4045077244446928
2.6901,0.4182551490028473
2.6928,0.4320025735610018
2.6955,0.4457499981191564
2.6982,0.45948933595698416
2.7009,0.4732367605151387
2.7035,0.4869841850732933
2.7061,0.5007316096314478
2.7087,0.5144790341896023
2.7113,0.5282264587477568
2.7139,0.5419738833059113
2.7164,0.5557213078640658
2.719,0.5694687324222203
2.7215,0.5832161569803749
2.7241,0.5969635815385294
2.7264,0.6107110060966839
2.7289,0.6244584306548384
2.7313,0.6382058552129929
2.7338,0.6519532797711475
2.7361,0.665700704329302
2.7385,0.6794481288874564
2.7409,0.693195553445611
2.7432,0.7069429780037656
2.7455,0.7206904025619201
2.7479,0.7344378271200745
2.7502,0.748185251678229
2.7524,0.7619326762363836
2.7547,0.7756801007945381
2.7569,0.7894275253526926
2.7592,0.8031749499108471
2.7614,0.8169223744690016
2.7635,0.8306697990271563
2.7657,0.8444172235853108
2.7679,0.8581646481434653
2.77,0.8719120727016197
2.7722,0.8856594972597742
2.7742,0.8994069218179288
2.7764,0.9131543463760833
2.7784,0.9269017709342378
2.7805,0.9406491954923925
2.7825,0.9543966200505469
2.7845,0.9681440446087014
2.7865,0.9818914691668559
2.7885,0.9956388937250104
2.7905,1.0093863182831648
2.7925,1.0231337428413194
2.7944,1.0368811673994738
2.7964,1.0506285919576286
2.7982,1.064376016515783
2.8001,1.0781234410739375
2.802,1.0918708656320921
2.8038,1.1056182901902465
2.8057,1.119365714748401
2.8075,1.1331131393065554
