"OCV, V","SOC, %"
2.6,0.0
2.6029,0.007652733157769977
2.6073,0.022001607828480436
2.6117,0.03635048249919089
2.6163,0.050699357169901364
2.6206,0.06504823184061181
2.625,0.07939710651132227
2.6293,0.09374598118203274
2.6337,0.1080948558527432
2.6379,0.12244373052345366
2.6421,0.1367926051941641
2.6465,0.15114147986487456
2.6506,0.16549035453558505
2.6548,0.1798392292062955
2.6589,0.19418810387700597
2.663,0.20853697854771644
2.667,0.22288585321842685
2.671,0.23723472788913735
2.675,0.2515836025598478
2.6789,0.26593247723055824
2.6828,0.2802813519012687
2.6867,0.2946302265719792
2.6905,0.3089791012426896
2.6943,0.32332797591340007
2.698,0.33767685058411057
2.7017,0.352025725254821
2.7053,0.36637459992553145
2.7089,0.38072347459624195
2.7125,0.3950723492669524
2.7161,0.40942122393766284
2.7195,0.42377009860837334
2.723,0.4381189732790837
2.7264,0.4524678479497942
2.7298,0.46681672262050466
2.7331,0.48116559729121516
2.7362,0.49551447196192566
2.7395,0.509863346632636
2.7428,0.5242122213033465
2.746,0.538561095974057
2.7491,0.5529099706447674
2.7522,0.567258845315478
2.7552,0.5816077199861883
2.7583,0.5959565946568988
2.7614,0.6103054693276093
2.7642,0.6246543439983198
2.7672,0.6390032186690302
2.77,0.6533520933397406
2.7729,0.6677009680104511
2.7758,0.6820498426811616
2.7786,0.6963987173518721
2.7813,0.7107560375050291
2.784,0.7251049121757397
2.7867,0.7394537868464501
2.7893,0.7538026615171606
2.7919,0.7681515361878711
2.7945,0.7825004108585816
2.7971,0.796849285529292
2.7997,0.8112066056824493
2.8021,0.8255639258356062
2.8046,0.8399128005063168
2.807,0.8542701206594739
2.8094,0.8686189953301844
2.8117,0.8829763154833417
2.814,0.8973251901540521
2.8164,0.9116740648247625
2.8188,0.9260229394954731
2.8209,0.9403802596486303
2.8231,0.9547291343193406
2.8253,0.969078008990051
2.8275,0.9834268836607615
2.8297,0.9977757583314719
2.8318,1.0121246330021825
2.8339,1.026473507672893
2.836,1.0408223823436034
2.8381,1.055171257014314
2.8401,1.0695201316850245
2.8421,1.0838690063557348
2.8441,1.0982263265088918
2.846,1.1125752011796024
2.848,1.1269240758503127
2.8499,1.1412729505210233
2.8518,1.1556218251917338
2.8537,1.1699706998624442
2.8555,1.1843280200156014
2.8573,1.198676894686312
2.8592,1.2130257693570223
2.861,1.2273830895101794
2.8626,1.2417404096633367
2.8644,1.2560892843340472
2.8661,1.2704381590047575
2.8679,1.284787033675468
2.8696,1.2991359083461784
2.8713,1.3134932284993357
2.8729,1.327850548652493
2.8745,1.3421994233232033
2.8762,1.3565482979939139
2.8778,1.370905618147071
2.8795,1.3852629383002282
2.881,1.3996118129709385
2.8825,1.4139691331240958
2.8841,1.428326453277253
2.8857,1.4426753279479634
2.8873,1.457024202618674
2.8888,1.4713815227718312
2.8903,1.4857303974425415
2.8918,1.500079272113252
2.8933,1.5144281467839624
2.8948,1.5287770214546728
2.8962,1.5431258961253833
2.8977,1.5574747707960939
2.8992,1.5718236454668042
2.9007,1.5861809656199612
2.9021,1.6005382857731187
2.9036,1.6148956059262758
