"OCV, V","SOC, %"
2.6,0.0
2.6013,0.006425442592806432
2.6045,0.020186148851544503
2.6078,0.03394685511028257
2.6109,0.04770756136902065
2.6141,0.06146826762775872
2.6173,0.07522897388649678
2.6205,0.08898968014523487
2.6236,0.10275038640397292
2.6268,0.11651109266271101
2.6299,0.1302798982188263
2.633,0.14404060447756437
2.6362,0.15780131073630244
2.6393,0.1715620169950405
2.6423,0.1853308225511558
2.6454,0.19909152880989386
2.6484,0.21286033436600915
2.6514,0.22662913992212444
2.6544,0.24039794547823973
2.6574,0.2541586517369778
2.6604,0.26792745729309314
2.6634,0.2816881635518312
2.6663,0.29545696910794644
2.6692,0.30921767536668454
2.6722,0.3229864809227998
2.6751,0.3367552864789151
2.678,0.3505240920350304
2.6807,0.3642928975911457
2.6836,0.37805360384988373
2.6865,0.39182240940599905
2.6893,0.40559121496211437
2.692,0.4193600205182296
2.6947,0.43312882607434494
2.6975,0.4468976316304602
2.7002,0.4606583378891983
2.7029,0.47442714344531356
2.7056,0.4881959490014289
2.7082,0.5019647545575442
2.7108,0.5157335601136595
2.7135,0.5294942663723976
2.7161,0.5432549726311355
2.7186,0.5570237781872509
2.7212,0.5707925837433662
2.7237,0.5845613892994814
2.7262,0.5983301948555967
2.7287,0.6120990004117121
2.7311,0.6258678059678273
2.7336,0.6396366115239426
2.736,0.653405417080058
2.7385,0.6671742226361732
2.7409,0.6809430281922885
2.7433,0.6947118337484037
2.7456,0.7084806393045191
2.7481,0.7222494448606344
2.7503,0.7360101511193724
2.7526,0.7497789566754877
2.755,0.763547762231603
2.7572,0.7773165677877183
2.7595,0.7910853733438336
2.7617,0.8048541788999488
2.764,0.8186229844560642
2.7662,0.8323917900121794
2.7684,0.8461605955682948
2.7706,0.85992940112441
2.7727,0.8736982066805253
2.7748,0.8874589129392634
2.7769,0.9012277184953787
2.779,0.9149965240514939
2.7812,0.9287653296076093
2.7832,0.9425341351637245
2.7852,0.9563029407198399
2.7873,0.9700717462759553
2.7893,0.9838405518320704
2.7912,0.9976012580908085
2.7932,1.0113700636469238
2.7952,1.0251388692030392
2.7971,1.0389076747591544
2.7991,1.0526764803152697
2.801,1.0664452858713849
2.8029,1.0802140914275002
2.8048,1.0939828969836154
2.8067,1.1077517025397308
2.8086,1.1215205080958461
2.8104,1.1352893136519615
2.8122,1.1490581192080769
2.814,1.162826924764192
2.8158,1.17658763102293
2.8175,1.1903564365790453
2.8193,1.2041252421351607
2.821,1.2178940476912758
2.8227,1.231654753950014
2.8245,1.2454235595061294
2.8262,1.2591923650622445
2.8278,1.2729611706183597
2.8294,1.286729976174475
2.8311,1.3004987817305904
2.8327,1.3142675872867058
2.8343,1.3280363928428212
2.8359,1.3418051983989363
2.8375,1.3555740039550517
2.8391,1.3693428095111668
2.8406,1.3831116150672822
2.8421,1.3968804206233973
2.8437,1.4106492261795127
2.8452,1.424418031735628
2.8466,1.4381787379943662
2.8481,1.4519475435504814
2.8496,1.4657163491065965
2.8512,1.479485154662712
2.8526,1.4932539602188273
2.8541,1.5070227657749427
2.8555,1.5207915713310578
2.8569,1.5345603768871732
