Step,Step Type,"t,s","I,A","U,V"
47,CC DChg,0.0,-1.6983,3.5793
47,CC DChg,1.2222222221898846,-1.6983,3.5793
47,CC DChg,2.4444444443797693,-1.6985,3.5786
47,CC DChg,3.6666666666278616,-1.6989,3.5782
47,CC DChg,4.888888888817746,-1.6991,3.5774
47,CC DChg,6.111111111124046,-1.6992,3.5768
47,CC DChg,7.333333333255723,-1.6993,3.5764
47,CC DChg,7.535353535262402,-1.6994,3.576
47,CC DChg,7.737373737327289,-1.6994,3.5756
47,CC DChg,7.939393939333968,-1.6995,3.5753
47,CC DChg,8.14141414128244,-1.6995,3.575
47,CC DChg,8.343434343347326,-1.6995,3.5747
47,CC DChg,8.545454545412213,-1.6995,3.5744
47,CC DChg,8.747474747418892,-1.6996,3.5742
47,CC DChg,8.94949494942557,-1.6996,3.574
47,CC DChg,9.15151515143225,-1.6996,3.5737
47,CC DChg,9.353535353497136,-1.6996,3.5735
47,CC DChg,9.462809917284176,-1.6996,3.5733
47,CC DChg,9.572084481129423,-1.6996,3.5731
47,CC DChg,9.681359045032877,-1.6996,3.5729
47,CC DChg,9.79063360876171,-1.6996,3.5727
47,CC DChg,9.899908172606956,-1.6996,3.5725
47,CC DChg,10.009182736393996,-1.6997,3.5722
47,CC DChg,10.11845730029745,-1.6997,3.5721
47,CC DChg,10.227731864026282,-1.6997,3.5719
47,CC DChg,10.337006427929737,-1.6997,3.5717
47,CC DChg,10.446280991658568,-1.6997,3.5715
47,CC DChg,10.547124133910984,-1.6997,3.5714
47,CC DChg,10.647967275988776,-1.6997,3.5712
47,CC DChg,10.748810418182984,-1.6997,3.571
47,CC DChg,10.849653560318984,-1.6997,3.5709
47,CC DChg,10.950496702513192,-1.6997,3.5707
47,CC DChg,11.0513398447074,-1.6997,3.5706
47,CC DChg,11.1521829868434,-1.6997,3.5704
47,CC DChg,11.2530261289794,-1.6997,3.5702
47,CC DChg,11.353869271173608,-1.6997,3.5701
47,CC DChg,11.454712413309608,-1.6997,3.5699
47,CC DChg,11.554789062589407,-1.6998,3.5698
47,CC DChg,11.654865711927414,-1.6998,3.5696
47,CC DChg,11.754942361207213,-1.6998,3.5695
47,CC DChg,11.855019010487013,-1.6998,3.5693
47,CC DChg,11.955095659766812,-1.6998,3.5692
47,CC DChg,12.055172309104819,-1.6998,3.569
47,CC DChg,12.15524895832641,-1.6998,3.5689
47,CC DChg,12.25532560760621,-1.6998,3.5688
47,CC DChg,12.355402256944217,-1.6998,3.5687
47,CC DChg,12.455478906224016,-1.6998,3.5685
47,CC DChg,12.555485874356236,-1.6998,3.5684
47,CC DChg,12.655492842430249,-1.6998,3.5683
47,CC DChg,12.755499810620677,-1.6998,3.5681
47,CC DChg,12.85550677869469,-1.6998,3.568
47,CC DChg,12.95551374682691,-1.6998,3.5679
47,CC DChg,13.055520714900922,-1.6998,3.5677
47,CC DChg,13.155527683033142,-1.6998,3.5676
47,CC DChg,13.255534651165362,-1.6998,3.5675
47,CC DChg,13.355541619297583,-1.6998,3.5674
47,CC DChg,13.455548587429803,-1.6998,3.5672
47,CC DChg,13.555549220822286,-1.6998,3.5671
47,CC DChg,13.655549854331184,-1.6998,3.567
47,CC DChg,13.755550487781875,-1.6998,3.5668
47,CC DChg,13.855551121232565,-1.6998,3.5667
47,CC DChg,13.955551754683256,-1.6998,3.5666
47,CC DChg,14.055552388192154,-1.6998,3.5665
47,CC DChg,14.155553021584637,-1.6998,3.5664
47,CC DChg,14.255553655093536,-1.6998,3.5663
47,CC DChg,14.355554288486019,-1.6998,3.5662
47,CC DChg,14.455554922053125,-1.6998,3.566
47,CC DChg,14.555554979655426,-1.6998,3.5659
47,CC DChg,14.65555503719952,-1.6998,3.5658
47,CC DChg,14.75555509480182,-1.6998,3.5657
47,CC DChg,14.855555152404122,-1.6998,3.5656
