Step,Step Type,"t,s","I,A","U,V"
91,SIM,0.0,-0.1787,3.683
91,SIM,0.33333333337213844,-0.1787,3.683
91,SIM,0.6666666667442769,-0.1788,3.6829
91,SIM,1.0,-0.1788,3.6829
91,SIM,1.121212121215649,-0.1789,3.6828
91,SIM,1.2424242425477132,-0.18,3.6827
91,SIM,1.3636363637633622,-0.18,3.6827
91,SIM,1.4848484849790111,-0.18,3.6827
91,SIM,1.60606060619466,-0.18,3.6826
91,SIM,1.727272727410309,-0.18,3.6827
91,SIM,1.848484848625958,-0.18,3.6826
91,SIM,1.9696969697251916,-0.18,3.6825
91,SIM,2.0909090909408405,-0.18,3.6825
91,SIM,2.2121212121564895,-0.18,3.6825
91,SIM,2.3140495867701247,-0.18,3.6825
91,SIM,2.41597796138376,-0.18,3.6825
91,SIM,2.517906336230226,-0.18,3.6825
91,SIM,2.619834710727446,-0.18,3.6825
91,SIM,2.721763085341081,-0.18,3.6824
91,SIM,2.823691460187547,-0.18,3.6824
91,SIM,2.925619834801182,-0.18,3.6824
91,SIM,3.0275482094148174,-0.18,3.6823
91,SIM,3.129476584144868,-0.18,3.6824
91,SIM,3.231404958758503,-0.18,3.6823
91,SIM,3.331580265541561,-0.18,3.6823
91,SIM,3.4317555723246187,-0.18,3.6823
91,SIM,3.531930878991261,-0.18,3.6823
91,SIM,3.632106185774319,-0.18,3.6823
91,SIM,3.7322814925573766,-0.18,3.6823
91,SIM,3.8324567993404344,-0.18,3.6822
91,SIM,3.932632106123492,-0.18,3.6822
91,SIM,4.032807413022965,-0.1799,3.6822
91,SIM,4.132982719806023,-0.18,3.6821
91,SIM,4.233158026589081,-0.18,3.6822
91,SIM,4.333173963590525,-0.18,3.6822
91,SIM,4.4331899005919695,-0.18,3.6821
91,SIM,4.533205837360583,-0.18,3.6821
91,SIM,4.633221774594858,-0.18,3.6821
91,SIM,4.733237711363472,-0.18,3.682
91,SIM,4.833253648597747,-0.18,3.6821
91,SIM,4.933269585366361,-0.18,3.6821
91,SIM,5.033285522600636,-0.18,3.6821
91,SIM,5.13330145936925,-0.18,3.6821
91,SIM,5.233317396370694,-0.18,3.6821
91,SIM,5.333318845136091,-0.18,3.6821
91,SIM,5.4333202940179035,-0.18,3.682
91,SIM,5.533321742783301,-0.18,3.682
91,SIM,5.633323191781528,-0.18,3.6821
91,SIM,5.733324640546925,-0.18,3.682
91,SIM,5.833326089428738,-0.18,3.682
91,SIM,5.933327538194135,-0.18,3.682
91,SIM,6.033328986959532,-0.18,3.682
91,SIM,6.133330435724929,-0.18,3.682
91,SIM,6.233331884606741,-0.18,3.682
91,SIM,6.333332016365603,-0.18,3.682
91,SIM,6.4333321480080485,-0.18,3.6819
91,SIM,6.53333227976691,-0.18,3.682
91,SIM,6.633332411409356,-0.18,3.682
91,SIM,6.733332543168217,-0.18,3.6819
91,SIM,6.833332674810663,-0.18,3.682
91,SIM,6.933332806569524,-0.18,3.6819
91,SIM,7.03333293821197,-0.18,3.6819
91,SIM,7.133333069970831,-0.18,3.6819
91,SIM,7.233333201613277,-0.18,3.6819
91,SIM,7.333333213580772,-0.18,3.6819
91,SIM,7.433333225548267,-0.18,3.6819
91,SIM,7.533333237399347,-0.18,3.6819
91,SIM,7.633333249366842,-0.18,3.6819
91,SIM,7.733333261334337,-0.18,3.6819
91,SIM,7.833333273534663,-0.18,3.6819
91,SIM,7.933333285385743,-0.18,3.6819
91,SIM,8.033333297353238,-0.18,3.6818
91,SIM,8.133333309320733,-0.18,3.6818
91,SIM,8.233333321404643,-0.18,3.6818
91,SIM,8.333333322545514,-0.18,3.6818
91,SIM,8.433333323569968,-0.18,3.6817
91,SIM,8.533333324594423,-0.18,3.6818
