bat_num,temp,profile,U_start_V,U_end_V,file_name
2,+30,impulse_144_s,3.92834,3.9110799999999997,2_+30_impulse_144_s_11.csv
2,+30,impulse_288_s,3.9110799999999997,3.86967,2_+30_impulse_288_s_12.csv
2,+30,impulse_72_s,3.86967,3.8556199999999996,2_+30_impulse_72_s_13.csv
2,+30,impulse_144_s,3.8556199999999996,3.82941,2_+30_impulse_144_s_14.csv
2,+30,impulse_288_s,3.82941,3.7861399999999996,2_+30_impulse_288_s_15.csv
2,+30,impulse_72_s,3.7861399999999996,3.7753799999999997,2_+30_impulse_72_s_16.csv
2,+30,impulse_144_s,3.7753799999999997,3.7541,2_+30_impulse_144_s_17.csv
2,+30,impulse_288_s,3.7541,3.7118700000000002,2_+30_impulse_288_s_18.csv
2,+30,impulse_72_s,3.7118700000000002,3.7017800000000003,2_+30_impulse_72_s_19.csv
2,+30,impulse_144_s,3.7017800000000003,3.68288,2_+30_impulse_144_s_20.csv
2,+30,impulse_288_s,3.68288,3.6500100000000004,2_+30_impulse_288_s_21.csv
2,+30,impulse_72_s,3.6500100000000004,3.64289,2_+30_impulse_72_s_22.csv
2,+30,impulse_144_s,3.64289,3.6267900000000006,2_+30_impulse_144_s_23.csv
2,+30,impulse_288_s,3.6267900000000006,3.5873199999999996,2_+30_impulse_288_s_24.csv
2,+30,impulse_72_s,3.5873199999999996,3.5761399999999997,2_+30_impulse_72_s_25.csv
2,+30,impulse_144_s,3.5761399999999997,3.556399999999999,2_+30_impulse_144_s_26.csv
2,+30,impulse_288_s,3.556399999999999,3.5113800000000004,2_+30_impulse_288_s_27.csv
2,+30,UDDS,4.10412,3.95304,2_+30_UDDS_01.csv
2,+30,UDDS,3.95304,3.74509,2_+30_UDDS_02.csv
2,+30,UDDS,3.74509,3.5690600000000003,2_+30_UDDS_03.csv
2,+30,NEDC,4.10564,3.94315,2_+30_NEDC_01.csv
2,+30,NEDC,3.94315,3.7223999999999995,2_+30_NEDC_02.csv
2,+30,NEDC,3.7223999999999995,3.5324,2_+30_NEDC_03.csv
2,+30,WLTC,4.10591,3.88192,2_+30_WLTC_01.csv
2,+30,WLTC,3.88192,3.6588300000000005,2_+30_WLTC_02.csv
2,+30,WLTC,3.6588300000000005,3.45878,2_+30_WLTC_03.csv
3,+30,impulse_72_s,4.1029,4.09574,3_+30_impulse_72_s_01.csv
3,+30,impulse_144_s,4.09574,4.086180000000001,3_+30_impulse_144_s_02.csv
3,+30,impulse_288_s,4.086180000000001,4.07288,3_+30_impulse_288_s_03.csv
3,+30,impulse_72_s,4.07288,4.06864,3_+30_impulse_72_s_04.csv
3,+30,impulse_144_s,4.06864,4.05377,3_+30_impulse_144_s_05.csv
3,+30,impulse_288_s,4.05377,4.009060000000001,3_+30_impulse_288_s_06.csv
3,+30,impulse_72_s,4.009060000000001,3.99747,3_+30_impulse_72_s_07.csv
3,+30,impulse_144_s,3.99747,3.97412,3_+30_impulse_144_s_08.csv
3,+30,impulse_288_s,3.97412,3.93358,3_+30_impulse_288_s_09.csv
3,+30,impulse_72_s,3.93358,3.92524,3_+30_impulse_72_s_10.csv
3,+30,impulse_144_s,3.92524,3.9082999999999997,3_+30_impulse_144_s_11.csv
3,+30,impulse_288_s,3.9082999999999997,3.86884,3_+30_impulse_288_s_12.csv
3,+30,impulse_72_s,3.86884,3.85713,3_+30_impulse_72_s_13.csv
3,+30,impulse_144_s,3.85713,3.830539999999999,3_+30_impulse_144_s_14.csv
3,+30,impulse_288_s,3.830539999999999,3.7844499999999996,3_+30_impulse_288_s_15.csv
3,+30,impulse_72_s,3.7844499999999996,3.7730200000000003,3_+30_impulse_72_s_16.csv
3,+30,impulse_144_s,3.7730200000000003,3.75154,3_+30_impulse_144_s_17.csv
3,+30,impulse_288_s,3.75154,3.70968,3_+30_impulse_288_s_18.csv
3,+30,impulse_72_s,3.70968,3.6996200000000004,3_+30_impulse_72_s_19.csv
3,+30,impulse_144_s,3.6996200000000004,3.6811299999999996,3_+30_impulse_144_s_20.csv
3,+30,impulse_288_s,3.6811299999999996,3.6491499999999997,3_+30_impulse_288_s_21.csv
3,+30,impulse_72_s,3.6491499999999997,3.64221,3_+30_impulse_72_s_22.csv
3,+30,impulse_144_s,3.64221,3.6274899999999994,3_+30_impulse_144_s_23.csv
3,+30,impulse_288_s,3.6274899999999994,3.59266,3_+30_impulse_288_s_24.csv
3,+30,impulse_72_s,3.59266,3.5817699999999997,3_+30_impulse_72_s_25.csv
3,+30,impulse_144_s,3.5817699999999997,3.56254,3_+30_impulse_144_s_26.csv
3,+30,impulse_288_s,3.56254,3.51986,3_+30_impulse_288_s_27.csv
3,+30,UDDS,4.10215,3.9531199999999997,3_+30_UDDS_01.csv
3,+30,UDDS,3.9531199999999997,3.7463900000000003,3_+30_UDDS_02.csv
3,+30,UDDS,3.7463900000000003,3.5788200000000003,3_+30_UDDS_03.csv
3,+30,NEDC,4.10318,3.9408000000000003,3_+30_NEDC_01.csv
3,+30,NEDC,3.9408000000000003,3.72085,3_+30_NEDC_02.csv
3,+30,NEDC,3.72085,3.5414000000000003,3_+30_NEDC_03.csv
3,+30,WLTC,4.10287,3.87883,3_+30_WLTC_01.csv
3,+30,WLTC,3.87883,3.6573100000000003,3_+30_WLTC_02.csv
3,+30,WLTC,3.6573100000000003,3.4656999999999996,3_+30_WLTC_03.csv
4,+30,impulse_72_s,4.1123400000000006,4.10508,4_+30_impulse_72_s_01.csv
4,+30,impulse_144_s,4.10508,4.094790000000001,4_+30_impulse_144_s_02.csv
4,+30,impulse_288_s,4.094790000000001,4.0797799999999995,4_+30_impulse_288_s_03.csv
4,+30,impulse_72_s,4.0797799999999995,4.075010000000001,4_+30_impulse_72_s_04.csv
4,+30,impulse_144_s,4.075010000000001,4.06152,4_+30_impulse_144_s_05.csv
4,+30,impulse_288_s,4.06152,4.02249,4_+30_impulse_288_s_06.csv
4,+30,impulse_72_s,4.02249,4.01158,4_+30_impulse_72_s_07.csv
4,+30,impulse_144_s,4.01158,3.98947,4_+30_impulse_144_s_08.csv
4,+30,impulse_288_s,3.98947,3.9493699999999996,4_+30_impulse_288_s_09.csv
4,+30,impulse_72_s,3.9493699999999996,3.9405799999999997,4_+30_impulse_72_s_10.csv
4,+30,impulse_144_s,3.9405799999999997,3.9240000000000004,4_+30_impulse_144_s_11.csv
4,+30,impulse_288_s,3.9240000000000004,3.89346,4_+30_impulse_288_s_12.csv
4,+30,impulse_72_s,3.89346,3.88586,4_+30_impulse_72_s_13.csv
4,+30,impulse_144_s,3.88586,3.86933,4_+30_impulse_144_s_14.csv
4,+30,impulse_288_s,3.86933,3.82038,4_+30_impulse_288_s_15.csv
4,+30,impulse_72_s,3.82038,3.8010400000000004,4_+30_impulse_72_s_16.csv
4,+30,impulse_144_s,3.8010400000000004,3.77691,4_+30_impulse_144_s_17.csv
4,+30,impulse_288_s,3.77691,3.7365100000000004,4_+30_impulse_288_s_18.csv
4,+30,impulse_72_s,3.7365100000000004,3.7267,4_+30_impulse_72_s_19.csv
4,+30,impulse_144_s,3.7267,3.7081000000000004,4_+30_impulse_144_s_20.csv
4,+30,impulse_288_s,3.7081000000000004,3.6758,4_+30_impulse_288_s_21.csv
4,+30,impulse_72_s,3.6758,3.6689099999999994,4_+30_impulse_72_s_22.csv
4,+30,impulse_144_s,3.6689099999999994,3.6560099999999998,4_+30_impulse_144_s_23.csv
4,+30,impulse_288_s,3.6560099999999998,3.63313,4_+30_impulse_288_s_24.csv
4,+30,impulse_72_s,3.63313,3.62748,4_+30_impulse_72_s_25.csv
4,+30,impulse_144_s,3.62748,3.6148499999999997,4_+30_impulse_144_s_26.csv
4,+30,impulse_288_s,3.6148499999999997,3.5805,4_+30_impulse_288_s_27.csv
4,+30,UDDS,4.11921,3.97712,4_+30_UDDS_01.csv
4,+30,UDDS,3.97712,3.78622,4_+30_UDDS_02.csv
4,+30,UDDS,3.78622,3.63007,4_+30_UDDS_03.csv
4,+30,NEDC,4.112559999999999,3.9568999999999996,4_+30_NEDC_01.csv
4,+30,NEDC,3.9568999999999996,3.74929,4_+30_NEDC_02.csv
