Step,Step Type,"t,s","I,A","U,V"
61,CC DChg,0.0,-0.1697,4.1895
61,CC DChg,6.666666666686069,-0.1699,4.185
61,CC DChg,16.66666666668607,-0.1699,4.1837
61,CC DChg,26.66666666668607,-0.1699,4.1825
61,CC DChg,36.66666666668607,-0.1699,4.1815
61,CC DChg,46.66666666668607,-0.1699,4.1805
61,CC DChg,56.66666666668607,-0.1699,4.1797
61,CC DChg,66.66666666668607,-0.1699,4.1789
61,CC DChg,76.66666666668607,-0.1699,4.1783
61,CC DChg,86.66666666668607,-0.1699,4.1775
61,CC DChg,96.66666666668607,-0.17,4.1768
61,CC DChg,106.66666666668607,-0.1699,4.1761
61,CC DChg,116.66666666668607,-0.1699,4.1755
61,CC DChg,126.66666666668607,-0.1699,4.1749
61,CC DChg,136.66666666668607,-0.1699,4.1743
61,CC DChg,146.66666666668607,-0.1699,4.1736
61,CC DChg,156.66666666668607,-0.1699,4.1731
61,CC DChg,166.66666666668607,-0.1699,4.1726
61,CC DChg,176.66666666668607,-0.1699,4.172
61,CC DChg,186.66666666668607,-0.1699,4.1715
61,CC DChg,196.66666666668607,-0.17,4.1711
61,CC DChg,206.66666666668607,-0.1699,4.1705
61,CC DChg,216.66666666668607,-0.1699,4.1701
61,CC DChg,226.66666666668607,-0.17,4.1695
61,CC DChg,236.66666666668607,-0.17,4.169
61,CC DChg,246.66666666668607,-0.1699,4.1685
61,CC DChg,256.66666666668607,-0.1699,4.1679
61,CC DChg,266.66666666668607,-0.1699,4.1675
61,CC DChg,276.66666666668607,-0.1699,4.1671
61,CC DChg,286.66666666668607,-0.1699,4.1666
61,CC DChg,296.66666666668607,-0.1699,4.1662
61,CC DChg,306.66666666668607,-0.17,4.1657
61,CC DChg,316.66666666668607,-0.1699,4.1652
61,CC DChg,326.66666666668607,-0.1699,4.1648
61,CC DChg,336.66666666668607,-0.1699,4.1644
61,CC DChg,346.66666666668607,-0.1699,4.1639
61,CC DChg,356.66666666668607,-0.1699,4.1634
61,CC DChg,366.66666666668607,-0.1699,4.163
61,CC DChg,376.66666666668607,-0.1699,4.1626
61,CC DChg,386.66666666668607,-0.1699,4.1622
61,CC DChg,396.66666666668607,-0.1699,4.1618
61,CC DChg,406.66666666668607,-0.1699,4.1613
61,CC DChg,416.66666666668607,-0.1699,4.1609
61,CC DChg,426.66666666668607,-0.1699,4.1605
61,CC DChg,436.66666666668607,-0.1699,4.1601
61,CC DChg,446.66666666668607,-0.1699,4.1597
61,CC DChg,456.66666666668607,-0.1699,4.1593
61,CC DChg,466.66666666668607,-0.1699,4.1589
61,CC DChg,476.66666666668607,-0.1699,4.1585
61,CC DChg,486.66666666668607,-0.1699,4.1581
61,CC DChg,496.66666666668607,-0.1699,4.1577
61,CC DChg,506.66666666668607,-0.1699,4.1574
61,CC DChg,516.6666666666861,-0.1699,4.1569
61,CC DChg,526.6666666666861,-0.1699,4.1565
61,CC DChg,536.6666666666861,-0.1699,4.1562
61,CC DChg,546.6666666666861,-0.17,4.1559
61,CC DChg,556.6666666666861,-0.1699,4.1554
61,CC DChg,566.6666666666861,-0.1699,4.155
61,CC DChg,576.6666666666861,-0.1699,4.1546
61,CC DChg,586.6666666666861,-0.1699,4.1543
61,CC DChg,596.6666666666861,-0.1699,4.1539
61,CC DChg,606.6666666666861,-0.1699,4.1536
61,CC DChg,616.6666666666861,-0.1699,4.1532
61,CC DChg,626.6666666666861,-0.1699,4.1528
61,CC DChg,636.6666666666861,-0.1699,4.1525
61,CC DChg,646.6666666666861,-0.1699,4.1522
61,CC DChg,656.6666666666861,-0.1699,4.1518
61,CC DChg,666.6666666666861,-0.1699,4.1515
61,CC DChg,676.6666666666861,-0.17,4.151
61,CC DChg,686.6666666666861,-0.1699,4.1507
61,CC DChg,696.6666666666861,-0.1699,4.1504
61,CC DChg,706.6666666666861,-0.1699,4.1501
61,CC DChg,716.6666666666861,-0.1699,4.1497
61,CC DChg,726.6666666666861,-0.1699,4.1494
61,CC DChg,736.6666666666861,-0.1699,4.149
61,CC DChg,746.6666666666861,-0.1699,4.1487
61,CC DChg,756.6666666666861,-0.1699,4.1484
61,CC DChg,766.6666666666861,-0.1699,4.1479
61,CC DChg,776.6666666666861,-0.1699,4.1477
61,CC DChg,786.6666666666861,-0.1699,4.1474
61,CC DChg,796.6666666666861,-0.1699,4.147
61,CC DChg,806.6666666666861,-0.1699,4.1468
61,CC DChg,816.6666666666861,-0.1699,4.1463
61,CC DChg,826.6666666666861,-0.1699,4.1461
