Step,Step Type,"t,s","I,A","U,V"
63,CC Chg,0.0,0.1697,3.0104
63,CC Chg,6.666666666627862,0.17,3.0211
63,CC Chg,16.66666666662786,0.17,3.0256
63,CC Chg,26.66666666662786,0.17,3.0296
63,CC Chg,36.66666666662786,0.17,3.0333
63,CC Chg,46.66666666662786,0.17,3.0368
63,CC Chg,56.66666666662786,0.17,3.0401
63,CC Chg,66.66666666662786,0.17,3.0433
63,CC Chg,76.66666666662786,0.17,3.0464
63,CC Chg,86.66666666662786,0.17,3.0494
63,CC Chg,96.66666666662786,0.17,3.0525
63,CC Chg,106.66666666662786,0.17,3.0553
63,CC Chg,116.66666666662786,0.17,3.058
63,CC Chg,126.66666666662786,0.17,3.0607
63,CC Chg,136.66666666662786,0.17,3.0633
63,CC Chg,146.66666666662786,0.17,3.066
63,CC Chg,156.66666666662786,0.17,3.0686
63,CC Chg,166.66666666662786,0.17,3.0711
63,CC Chg,176.66666666662786,0.17,3.0735
63,CC Chg,186.66666666662786,0.17,3.0759
63,CC Chg,196.66666666662786,0.17,3.0783
63,CC Chg,206.66666666662786,0.17,3.0805
63,CC Chg,216.66666666662786,0.17,3.0829
63,CC Chg,226.66666666662786,0.17,3.0851
63,CC Chg,236.66666666662786,0.17,3.0873
63,CC Chg,246.66666666662786,0.17,3.0895
63,CC Chg,256.66666666662786,0.17,3.0916
63,CC Chg,266.66666666662786,0.17,3.0937
63,CC Chg,276.66666666662786,0.17,3.0957
63,CC Chg,286.66666666662786,0.17,3.0977
63,CC Chg,296.66666666662786,0.17,3.0998
63,CC Chg,306.66666666662786,0.17,3.1018
63,CC Chg,316.66666666662786,0.17,3.1037
63,CC Chg,326.66666666662786,0.17,3.1057
63,CC Chg,336.66666666662786,0.17,3.1075
63,CC Chg,346.66666666662786,0.17,3.1094
63,CC Chg,356.66666666662786,0.17,3.1112
63,CC Chg,366.66666666662786,0.17,3.113
63,CC Chg,376.66666666662786,0.17,3.1149
63,CC Chg,386.66666666662786,0.17,3.1167
63,CC Chg,396.66666666662786,0.17,3.1184
63,CC Chg,406.66666666662786,0.17,3.1201
63,CC Chg,416.66666666662786,0.17,3.1218
63,CC Chg,426.66666666662786,0.17,3.1235
63,CC Chg,436.66666666662786,0.17,3.1252
63,CC Chg,446.66666666662786,0.17,3.1269
63,CC Chg,456.66666666662786,0.17,3.1286
63,CC Chg,466.66666666662786,0.17,3.1303
63,CC Chg,476.66666666662786,0.17,3.132
63,CC Chg,486.66666666662786,0.17,3.1337
63,CC Chg,496.66666666662786,0.17,3.1353
63,CC Chg,506.66666666662786,0.17,3.1368
63,CC Chg,516.6666666666279,0.17,3.1384
63,CC Chg,526.6666666666279,0.17,3.14
63,CC Chg,536.6666666666279,0.17,3.1415
63,CC Chg,546.6666666666279,0.17,3.143
63,CC Chg,556.6666666666279,0.17,3.1446
63,CC Chg,566.6666666666279,0.17,3.1461
63,CC Chg,576.6666666666279,0.17,3.1476
63,CC Chg,586.6666666666279,0.17,3.1491
63,CC Chg,596.6666666666279,0.17,3.1506
63,CC Chg,606.6666666666279,0.17,3.1521
63,CC Chg,616.6666666666279,0.17,3.1535
63,CC Chg,626.6666666666279,0.17,3.155
63,CC Chg,636.6666666666279,0.17,3.1564
63,CC Chg,646.6666666666279,0.17,3.1578
63,CC Chg,656.6666666666279,0.17,3.1593
63,CC Chg,666.6666666666279,0.17,3.1607
63,CC Chg,676.6666666666279,0.17,3.1622
63,CC Chg,686.6666666666279,0.17,3.1635
63,CC Chg,696.6666666666279,0.17,3.1649
63,CC Chg,706.6666666666279,0.17,3.1663
63,CC Chg,716.6666666666279,0.17,3.1677
63,CC Chg,726.6666666666279,0.17,3.169
63,CC Chg,736.6666666666279,0.17,3.1705
63,CC Chg,746.6666666666279,0.17,3.1717
63,CC Chg,756.6666666666279,0.17,3.1731
63,CC Chg,766.6666666666279,0.17,3.1744
63,CC Chg,776.6666666666279,0.17,3.1757
63,CC Chg,786.6666666666279,0.17,3.1771
63,CC Chg,796.6666666666279,0.17,3.1784
63,CC Chg,806.6666666666279,0.17,3.1797
63,CC Chg,816.6666666666279,0.17,3.181
63,CC Chg,826.6666666666279,0.17,3.1823
63,CC Chg,836.6666666666279,0.17,3.1836
63,CC Chg,846.6666666666279,0.17,3.1848
63,CC Chg,856.6666666666279,0.17,3.1861
63,CC Chg,866.6666666666279,0.17,3.1874
63,CC Chg,876.6666666666279,0.17,3.1886
63,CC Chg,886.6666666666279,0.17,3.1899
63,CC Chg,896.6666666666279,0.17,3.1911
63,CC Chg,906.6666666666279,0.17,3.1924
63,CC Chg,916.6666666666279,0.17,3.1937
63,CC Chg,926.6666666666279,0.17,3.1948
63,CC Chg,936.6666666666279,0.17,3.196
63,CC Chg,946.6666666666279,0.17,3.1972
63,CC Chg,956.6666666666279,0.17,3.1985
63,CC Chg,966.6666666666279,0.17,3.1996
63,CC Chg,976.6666666666279,0.17,3.2008
63,CC Chg,986.6666666666279,0.17,3.2019
63,CC Chg,996.6666666666279,0.17,3.2031
63,CC Chg,1006.6666666666279,0.17,3.2043
63,CC Chg,1016.6666666666279,0.17,3.2056
63,CC Chg,1026.6666666666279,0.17,3.2067
63,CC Chg,1036.6666666666279,0.17,3.2078
63,CC Chg,1046.6666666666279,0.17,3.209
63,CC Chg,1056.6666666666279,0.17,3.2102
63,CC Chg,1066.6666666666279,0.17,3.2113
63,CC Chg,1076.6666666666279,0.17,3.2124
63,CC Chg,1086.6666666666279,0.17,3.2135
63,CC Chg,1096.6666666666279,0.17,3.2146
63,CC Chg,1106.6666666666279,0.17,3.2157
63,CC Chg,1116.6666666666279,0.17,3.2168
63,CC Chg,1126.6666666666279,0.17,3.2179
63,CC Chg,1136.6666666666279,0.17,3.219
63,CC Chg,1146.6666666666279,0.17,3.22
63,CC Chg,1156.6666666666279,0.17,3.2211
63,CC Chg,1166.6666666666279,0.17,3.2222
63,CC Chg,1176.6666666666279,0.17,3.2233
63,CC Chg,1186.6666666666279,0.17,3.2243
63,CC Chg,1196.6666666666279,0.17,3.2254
63,CC Chg,1206.6666666666279,0.17,3.2264
63,CC Chg,1216.6666666666279,0.17,3.2275
63,CC Chg,1226.6666666666279,0.17,3.2285
63,CC Chg,1236.6666666666279,0.17,3.2296
63,CC Chg,1246.6666666666279,0.17,3.2306
63,CC Chg,1256.6666666666279,0.17,3.2316
63,CC Chg,1266.6666666666279,0.17,3.2327
63,CC Chg,1276.6666666666279,0.17,3.2336
63,CC Chg,1286.6666666666279,0.17,3.2347
63,CC Chg,1296.6666666666279,0.17,3.2357
63,CC Chg,1306.6666666666279,0.17,3.2367
63,CC Chg,1316.6666666666279,0.17,3.2377
63,CC Chg,1326.6666666666279,0.17,3.2387
63,CC Chg,1336.6666666666279,0.17,3.2397
63,CC Chg,1346.6666666666279,0.17,3.2408
63,CC Chg,1356.6666666666279,0.17,3.2417
63,CC Chg,1366.6666666666279,0.17,3.2427
63,CC Chg,1376.6666666666279,0.17,3.2436
63,CC Chg,1386.6666666666279,0.17,3.2445
63,CC Chg,1396.6666666666279,0.17,3.2455
63,CC Chg,1406.6666666666279,0.17,3.2464
63,CC Chg,1416.6666666666279,0.17,3.2474
63,CC Chg,1426.6666666666279,0.17,3.2483
63,CC Chg,1436.6666666666279,0.17,3.2492
63,CC Chg,1446.6666666666279,0.17,3.2502
63,CC Chg,1456.6666666666279,0.17,3.2511
63,CC Chg,1466.6666666666279,0.17,3.252
63,CC Chg,1476.6666666666279,0.17,3.253
63,CC Chg,1486.6666666666279,0.17,3.2539
63,CC Chg,1496.6666666666279,0.17,3.2548
63,CC Chg,1506.6666666666279,0.17,3.2558
63,CC Chg,1516.6666666666279,0.17,3.2567
63,CC Chg,1526.6666666666279,0.17,3.2575
63,CC Chg,1536.6666666666279,0.17,3.2584
63,CC Chg,1546.6666666666279,0.17,3.2593
63,CC Chg,1556.6666666666279,0.17,3.2601
63,CC Chg,1566.6666666666279,0.17,3.261
63,CC Chg,1576.6666666666279,0.17,3.2618
63,CC Chg,1586.6666666666279,0.17,3.2627
63,CC Chg,1596.6666666666279,0.17,3.2636
63,CC Chg,1606.6666666666279,0.17,3.2645
63,CC Chg,1616.6666666666279,0.17,3.2653
63,CC Chg,1626.6666666666279,0.17,3.2663
63,CC Chg,1636.6666666666279,0.17,3.2671
63,CC Chg,1646.6666666666279,0.17,3.2679
63,CC Chg,1656.6666666666279,0.17,3.2687
63,CC Chg,1666.6666666666279,0.17,3.2696
63,CC Chg,1676.6666666666279,0.17,3.2704
63,CC Chg,1686.6666666666279,0.17,3.2712
63,CC Chg,1696.6666666666279,0.17,3.272
63,CC Chg,1706.6666666666279,0.17,3.2728
63,CC Chg,1716.6666666666279,0.17,3.2736
63,CC Chg,1726.6666666666279,0.17,3.2744
63,CC Chg,1736.6666666666279,0.17,3.2752
63,CC Chg,1746.6666666666279,0.17,3.2761
